HelpfulnessNumerator,HelpfulnessDenominator,Time,Summary,Text,Score
0,0,1335398400,'Sass Tea','I did not care for this product at all I thought it was the same tea my sisters and I use to drink when we were in elementary school I found out the tea we use to drink actually came from the root of a particular type of tree',2
1,4,1246665600,'The most awful taste','I purchased this because I read that it was a natural cure for hivesUm how about NOT  It did nothing for my hives and it tastes awful  Luckily a coworker of mine loves this stuff reminds him of his grandmother and I gave it to him  Yucky yucky stuff',2
1,2,1249171200,'These aregoodbut ','These aregoodsunflower seeds at agoodprice if you prefer the unsalted variety which can be hard to find  One thing to keep in mind though is the expiration or best by date  For example if you order these in April and the batch you receive has a June use by date it may be a stretch to consume the 300 bags before the seeds start going rancid on you  Since theyre roasted in oil and unsalted these seeds may spoil more readily than the salted variety even if refrigerated upon receipt  Amazon doesnt seem to specify use by dates for the food products they sell so its a gamble for the purchaser  Im assuming that Amazon wont ship stuff that has expired but they probably ship out the oldest stock first and the use by date on the item may not be what you would select if you had a choice',2
0,0,1350345600,'Great product','I love Panang Curry but would rather avoid the white rice that most restaurants serve with it  So decided to try making my own and with this product I get exactly what I want hot tasty Panang Curry adding lots of fresh veggies tofu and brown rice  And its very hot didnt have to add any spices at all  Great product will purchase again',5
0,0,1346976000,'Great Paste BUT Way Overpriced like 3x more','I purchased this for a friend who loves to cook only to find out that I paid 3 times more than what I should be 1395 for 4 cans is highway robbery now that I know that I can purchase one can for around 109 Now as far as the item itself this brand of Panang Paste is excellent The beef panang dish my friend made using this paste was asgoodas the ones in the Thai restaurant I would recommend the paste but not the price',3
0,0,1327968000,'so easy to use','Best paste I have tried So easy to use Just saute you meat add veggies paste and a tin of coconut milk Quick and tasty I am on weight watchers and tried using the light coconut milk instead of the full fat It works for the panang paste especially if you add a heaping tablespoon of crunchy peanut butter but the yellow green and red are spicy and need the full fat coconut milk to balance it out',5
0,0,1344729600,'OMG DO NOT BUY','OMG I would love these cookies except for the chocolate mixed in makes it taste medicinal DEGUSTING isnt even a strong enough word A horrible horrible mistakean expensive mistakethey advertised it as peanut butter cookies which is why I bought them since everyone else had peanut butter chocolate cookies when I just wanted plan peanut butter cookieshowever when I received them I found out they were the chocolate peanut butter ones but I thought okay Ill try them and omg I almost threw up from the taste HORRIBLE HORRIBLE DISGUTINGLY MEDICINAL TASTE DO NOT BUY If they had a zero before the stars I would rate it a zero instead of 1 star',1
3,3,1228176000,'WONDERFUL gravy','This gravy mix is excellent  except dont use water where called for use milk instead and it makes it 100  better',5
1,1,1260057600,'YEEEEE HAWWW','Im not from the south but live in SoFla  where sometimes we get a southern influence The gravy mix I am reviewing PIONEER COUNTRY GRAVY is DELICIOUS Ive tried others Publix brand Mc Cormick ect but this is the BEST BY FAR I chose to mix      half water      half milk       2 cooked chopped sausage links and it was phenomenal on my       BISQUICK CHEESE GARLIC BISQUITS Like Red Lobsters served with a small side of watercress scrambled eggs Its super easy to make and THICK FINGER LICKIN MMMmmmm I heard you can put it on potatoes/veggies and chicken make soups and add for seasoning PIONEER BRAND as the name says is A HOMESTYLE AMERICAN CLASSIC',5
2,3,1191715200,'Best white gravy ','Nothing easier Nothing better Even beats grandmothers white gravy recipe Already peppered for you You do nothing but mix it with water Takes only a minute or two I highly recommend this gravy mix It will not disappoint',5
1,2,1250294400,'Pioneer Gravy is GREAT','I have used Pioneer Gravy for a number of years  It is VERY easy to make and tastes great also  Goes very well over mashed potatoes meats etc  Try it',5
0,0,1173312000,'Eco sugar','Its great to be able to get sugar this wayIts notgoodto eat but if you are going to use sugar at least this is not processed to an unhealthy state on top of what sugar does to your bodyand i am helping the  fair trade farmersIt is agoodthing all aroundI am happy i can get it in Amazon',5
7,7,1265673600,'More expensive online','I am a coffee fanatic but have always stayed away from these because I never liked instant coffee and my assumption was that this would be similar  I really enjoy the Starbucks VIA instant coffee  but I drink so much it is rather expensive so I thought I would give this a try  Both my wife and I were pleasantly surprised with the taste  I dont think it equals fresh brewed but it is very acceptable  I bought my first 38 pack at my local grocery store for about 7  That seemed a little high but I figured I would check online to find the best price  As I started calculating all of the online prices they are charging about 7 bucks for the 19 count  I would suggest that you check your local grocery stores as you might be able to find it cheaper  So you dont have to do the math 7  38  184 per single  Online price 27  114  236 shipping not calculated in  Looking at a supposed discount coffee supplier you can get a case of 12 boxes for 69 no sales tax and free shippingsounds like a great deal??  12 x 19  228 singles so 69  228  302 per single  the most expensive at all',5
3,3,1194998400,'Very Convenient and far better than instant coffee','I dont think these coffee bags are asgoodas fresh ground fresh brewed coffee but they taste far better than instant coffee  At work we have a water cooler with hot water dispenser  This brewed in hot water just like a tea bag making tea tastes far better than any instant coffee  I highly recommend it to any coffee lover when you have access to very hot water but dont have access to a coffee maker  Individual wrapped and sealed bags allow you to take one tiny tea like bag with you in your pocket or purse to your early morning meetings',4
1,1,1182038400,'Simple Convenient','I live in the dorms without a kitchen so making a cup of coffee was really easy with this Especially when I need to stay up late to study or to wake up after 2 hours of sleep Its just like making tea and tastes decent enough Not starbucks butgoodenough with some sugar and cream',4
0,0,1259452800,'Brews an excellent cup of coffee quickly and easily','My primary point with this review is to note that this packaging is less expensive than the other size offered by Folger You get more coffee for less money    I recently started drinking coffee again after a lapse of many years Since I didnt know how many cups a day I would use I wanted to avoid the fuss of a coffeemaker I dont particularly like instant coffee I was delighted to find these Folgers bags    They brew a very nice tasting cup of coffee Im not any kind of coffee expert so I dont know what special terms might be used All I know is that if I let the bag seep for a bit more than a minute it sure tastesgoodThanks to my very much better half Ive also learned that each of these bags will produce at least twogoodcups of coffee    Very convenient very easy very tasty I intend to take some of these with me when I travel as an alternative to the inroom coffee makers or yeck vending machines  Jerry',5
0,0,1253750400,'Very Convenient','We cant have any kind of coffee maker at work so were forced to buy at the inhouse coffee shop or Starbucks across the street In this economy no one wants to pay those high prices so we started a coffee club 20 of us buy these coffee bags and separate creamer and enjoy fresh hot tasty coffee every day without paying the coffee shop prices thanks Folgers',5
0,0,1252713600,'Great taste','These are great for at work just pop the instant bag in for a minute then make your coffee This is the best tasting coffee Its easy to make without a mess',5
0,0,1181606400,DELISH,'Fast easy and definitely delicious  Makes a great cup of coffee and very easy to make goodpurchase  Will continue to order from here<br Thanx',5
3,3,1297814400,'new to rooibos tea','I gave this tea a try to add variety to my tea habit And Im glad I did It has a somewhat sweet and almost minty taste and a wonderful aroma It has a nice reddish color This tea probably has more of a taste factor than any of the wonderful japanese green matcha tea Ive had and I look forward to experiencing any of the purported health benefits of rooibos that Ive read about',5
0,0,1341705600,'Tasted better than loose leaf rooibos','I tried this before having normal red tea so I waited to review The flavor still rings in my head it is earthier than rooibos tea and less frity The color is that of muddy water and it has the grittiness and viscosity of it as well Well worth every penny',5
0,0,1325635200,'Best matcha quality and price','I previously tried other matcha products and was generally satisfied with the quality but not the price  I decided to give Pure Matcha green and rooibos a try because the price seemed to be very competitive  The quality of Pure Matchas products surpasses that of all others I have tried stays fresh has a consistent texture and tastes great  Both the quality and price are better than others that I have purchased for the same quantity  I highly recommend Pure Matcha and will continue to purchase',5
0,0,1330992000,'The Best','This is the very best marinade you can buy as far as I am concernedof course everyone to his or her own tastes but all in all I think anyone will like itI give it five stars',5
0,0,1307577600,'Moores Marinade Gluten low sodium and MSG Free','This is a great product for those looking for an MSG and Gluten free product and is also lower sodium than any other marinade or soy sauce out there It doesnt compromise of taste either I use it as a Soy Sauce substitute and have found it to have superior taste and it looks and acts just like anygoodmarinade should If you are Celiac or Gluten intolerant or even just watching you salt intake this product is a way to have your steak and marinade it too',5
0,0,1309737600,'Great Tasting Diet Tea with all Natural Ingredients','My poland spring driver gave us this new tea to try and<br our family really enjoyed it I looked at the ingredients and was quite pleased<br with the natural ingredients and no calories',5
2,2,1326499200,'Awesome Sauce','This hot sauce is one of my favorites Its a perfect balance of tasty and spicy You can smell the flavors immediately when you open the bottle A mix of garlic habanero and other spices I put this on everything and tend to go through one bottle a week I highly recommend this to anyone who likes hot sauce',5
2,2,1324339200,'love this hot sauce','I was never much of a hot sauce fan until I tasted Black Market Hot Sauce I was listning to the radio one morning and the creater/owner was giving an interview It sounded interesting The DJs were sampling the sauce and raving about it So I picked up a bottle at the local grocery Its sogood I keep a bottle in the kitchen and an extra bottle on hand for gifts and for taking to potlucksbarbecues and partys Happy to see I can buy it online at Amazon',5
2,2,1324252800,'Great hot sauce','This is my favorite hot sauce I liketo use it to give anything some extra flavor I have loved going out to some of my favorite resturants in town and seeing that they are offering this great productI really enjoy putting on my my breakfast burritos',5
2,2,1323993600,'Love This Stuff','They have this in a local diner that I eat in regularly  I use it on all kinds of foods and I love it  Its hot but not without flavor  I dont like those sauces that just burn but have no taste  This has both burn and and awesome flavor  I was surprised to find it on Amazon just stumbled across it  I would highly recommend it to anyone who likes agoodhot sauce',5
2,2,1323734400,'Best sauce around','I was browsing around on Amazon looking for gifts and was very pleased to see my favorite sauce on here I will just order and have shipped to my friends Habanero is my favorite I love the heat and the tangy spiciness I also love the pineapple You will not go wrong ordering this up',5
2,2,1323734400,'Tasty hot sauce','This is my favorite hot sauce I buy it locally and love the flavor that they all have Hopefully the other flavors will show up on amazon for people to enjoy My favorites are the medium and pineapple flavored ones so far Thank you for making a flavorful hot sauce',5
2,2,1323734400,'Best all around hot sauce','So far I have had the habanero and the medium sauces and they were amazing My fiance and I use them nearly daily and I just picked up 3 more It goes really well on all sorts of dishes to add the extra kick  The sauce itself lasts a lot longer than it appears It is thick and a bottle will last us a couple of weeks of heavy use We love to use it for breakfast on eggs or in burritos and for dinners or soups for added spice',5
2,2,1323734400,'best hot sauce around','absolutely love the habenaro sauceuse it on eggs sandwiches most anything for agoodkick have watched the progessing popularity of theis homegrown producthave nothing but the highes accolades for the chef and the productget out there and try it',5
1,1,1331856000,'Hotand Flavorful','BLACK MARKET HOT SAUCE IS WONDERFUL My husband Loves this Habenero sauce its very very flavorful with a nice kick to it I in fact love the medium sauce the taste is so yummy with a bit of zing behind it We used it for everything and you can use it with any meal  I like the fact that there are so many different levels of spicyness We love the mediumand habenero Kind of like a HISand HERS package Thank you for your hard work guys Keep up the hard work',5
1,1,1328140800,'Great Hot Sauce and people who run it','Man what can i say this salsa is the bomb i have all the different kinds i have it with almost every meal the owner is a cool dude Hes dropped off free bottles to me in my mailbox i stole the first bottle out of a friends fridge after i tasted and been hooked since dont sleep on this hot sauce',5
1,1,1324252800,'this sauce is the shiznit','this sauce is sogoodwith just about anything i like adding it to asian food or anything with egg or noodles it has agoodburn with a strong flavor im hoping to see some of the other flavors like the pineapple experiment on here soon buy it you wont regret it',5
1,2,1336089600,'Not Hot','Not hot at all Like the other low star reviewer I got suckered by seeing habenero in the name and the 12 oz size Some people might like the flavor citrusy and it has some fish sauce in the mix according to the ingredient label but if youre looking for hot this aint it',1
2,5,1332374400,'Not hot not habanero','I have to admit I was a sucker for the large quantity 12 oz when shopping for hot sauces but now seeing the size of the bottle it reminds of wingsauce bottle sizes  Plastic bottle  It does have a convenient squirt top  But overall not very hot or tasty and made mostly from jalape&ntilde os  If I had seen the ingredients list I would not have bought it <br Jalapenos<br Water<br Vinegar<br Brown Sugar<br Lime Juice<br Fish Sauce<br Cilantro<br Habanero<br Garlic<br Spice Blend<br Salt<br Potassium Sorbate<br Xanthan Gum',2
2,2,1296172800,'best babka','I never in my life tasted such agoodbabka its crazygoodThis is the real babka That my gram mother use to make',5
1,1,1301529600,'My dog loves these but','I am so convinced these are human animal crackers They look and taste EXACTLY like human ones yes I tasted it and they contain sugar which is not one of the last ingredients in the nutrition facts either So ill just give my dog very small amounts',4
1,1,1293321600,'She loves them','I have a whole box of peanut butter dog cookies and she wont touch them She loves these and begs for them so it was agoodbuy She is a little chihuhua and they are not too big for her mouth About 20 per box',5
0,0,1313366400,'Not healthy but they taste good','These little animal crackers tastegood& my doggies like them but I wont be buying again They are like the human animal crackersand have flourand sugarand other bad stuff for dogs I will continue to buy the healthy treats for my doggies which they also love without sugar You might want to try Wellness Blue Buffalo Natural Balance Zukes just to name a few',3
0,0,1309910400,'My dog loves these','My chihuahua loves these lil snacks When she sees me bring out the yellow bus she literally runs in circles',5
0,0,1306022400,'The Puppy Dogs Love Them','I purchased these little treats as stocking stuffers for our little furry friends  Both Yorkies LOVED these treats  We had to finally buy more since they liked them so much',5
0,0,1304985600,'A great price','These are just like the animal crackers we eat  The price is great and my little guy loves them',5
0,0,1349308800,'Smells like roses but no safety or freshness seal','The smell at first was just like a bed of fresh roses Even though the rose content is very minimal I found the smell overwhelming I did not like that this brand of spices does not have a seal in place and only a loosely screwed on lid There is no shaker lid either You open it and it dumps I am questioning how only a few minute pieces of roses could produce such a perfume odor I hope it is not chemically enhanced With the lid being loose and not sealed I have doubts about the safety of the product',3
0,0,1326240000,'delicious trufflegoodess','I was hoping these were more true caramels not caramelflavored truffles but theyre still delicious Would definitely order them again and maybe extra for gifts The salt just makes them extra amazing  Bummer about the shipping shipping on this item is reasonable but we bought the chocolate covered pretzels at the same time and shipping was charged for both items even though they arrived in the same box There wasnt even anything fancy about the packaging  edit  okay these actually bother my stomach a little after one truffle the package wasnt shipped with an ingredients list and i had to go to the company site directly and find a wellhidden and hard to follow ingredients page to discover theres a lot of shady ingredients including high fructose corn syrup For 40 a box I expect NO CORN SYRUP I also dont expect propylene glycol antifreeze in vanilla which I expect to be 100  vanilla beans and NOT artificial vanillin which sometimes comes from the anal glands of beavers Im disappointed in the ingredient quality  http //wwwpremiumchocolatierscom/ingredient infophp  Review goes from 5 stars to 3 Id make it 2 but the extra star is because they ARE quite delicious',3
0,0,1336780800,'a little too sweet','Ive been craving some deer jerky for a while so i gave this one and some others on amazon a try This one was very sinue and a little too sweet for my taste Not going to buy again Im still on my search for the salty dry version im after',2
1,2,1226361600,'Way too salty','I tried this and I found it too salty<br Plus I ate this fish sauce with some fish but I realized it was kind of redundant  Im kidding of course This stuff is great',5
0,0,1299024000,'Warm and Wonderful','I dont usually drink tea but I love this one I thought the shipping price was a little high but love the tea so much that I had to get it Perfect with a little bit of Honey',5
1,1,1329177600,'Not good','The noodles in the box were all broken  The sauce was over salted and did not have agoodflavor  I threw out most of the skillet  I would recommend not purchasing this product',1
0,0,1325721600,'BEst stuff ever','Cavenders makes the best vinegar and oil dressing ever couple of tbls of cavenders and 1/4 vinager and 1/4 h2O rest oil good',5
5,6,1244505600,'An ideal breakfast','Its balanced its tasty its filling itsgoodfor you  what more could you ask of a breakfast cereal?  I still miss Kelloggs sister product Just rightwhich was a somewhat lighter blend I loved it they discontinued it but Mueslix is a strong secondbest',5
3,4,1283126400,'Love Love Love my Mueslix','Dont know why I cant find these in my supermarket but I cant  You get pack of 5 when you order  Was afraid 5 boxes would last too long  Instead found I need to order another 5pack',5
7,10,1303948800,'Nothing like actual Muesli','On a trip to Italy muesli is what all the hotels had for breakfast as their cold cereal and I loved it  Imagine how excited I was when I saw that Kellogs sold this product  What did I learn?  despite the similar name this cereal is quite unlike Europeanstyle muesli  While the overall mix of grains and fruits is similar this cereal is mostly a flake cereal while a true muesli has no cereal flakes at all  Real muesli is made of rolled not flaked grains  this has pluses and minuses  On the plus side milk does not turn European mueslis to mush in a couple of minutes like it does flake cereals  On the minus side European mueslis have to be soaked in milk or yogurt for about ten minutes or so ie while you are in the shower or while the coffee is brewing or the cereal will be a bit on the chewy side  For those that are concerned about eating processed foods rolled grains have been processed less than flaked ones  Rolled grains are lightly steamed and then rolled and lightly toasted  flaked grains are fully steamcooked until they are mush pressed into flakes fully baked and then usually sprayed with sugar to extend timetomushiness  And certainly only the Kellogs product contains HFCS  You owe it to yourself to try one of the many other mueslis from Amazon or better yet single boxes from a local healthfoods store if you have one and see what you prefer  I eat the Bobs Red Mill product available on Amazon and one of my local grocery chains instead of this and am much more satisfied  I havent tried Familia but Im not crazy about the idea of the fruit flakes and the Dorset products are too fruit and nut heavy for me  The other products are a hair more expensive than the Kellogs but Im willing to plunk down an extra dime or so per breakfast for a far superior product  Im surprised Quaker doesnt sell a muesli product  Given that they have to be the largest producer of rolled grains in the US youd think it would be a natural fit for them',2
4,6,1301356800,'Contains trans fat and high fructose corn syrup','Recently purchased this cereal assuming it would contain nothing but healthy ingredients then I read the label and discovered it contains partially hydrogenated soybean oil and high fructose corn syrup',2
0,0,1345939200,'SUPERIOR HARDTOFIND PRODUCT','I bought this product online because although it is a Kellogg cereal I cannot find a retail store which carries it and incidentally I would like to know why I called Kellogg and they could really give me nogoodanswer and suggested I try another product of theirs which i found not asgoodas this I appreciate that Amazon offers this and I will continue to order it  By the way  it really keeps me regular better than any other cereal  Try it youll like it',5
0,0,1342569600,cereal,'This cereal is difficult to find in the stores so I appreciate being able to purchase it through Amazon  My husband really likes it and looks forward to the delivering of it every month  Seems like an unlikely thing to look forward to but its the little things that count  P Looney',5
2,4,1287100800,'This isgoodbut bring back Just rightcereal','You could find this in local supermarkets about 4 months ago but now it nowhere to be found Every time Kelloggs makes a great cereal they quit making it soon after This is the case with Just rightTHAT WAS THE BEST STUFF ON THE PLANET',5
0,1,1315094400,'Favorite cereal','This has been my favorite cereal for probably 20 years  The grocery stores stopped selling it so Ive started buying it on the web in packs of 5 boxes  I use them up pretty fast',5
0,1,1314316800,'AWESOME CEREAL','I LOVE THIS CEREAL  NOT ONLY DOES IT TASTEgoodITSgoodFOR YOU  ITS A PITY THAT I CANT FIND THIS CEREAL IN ANY OF THE LOCAL SUPERMARKETS  OTHER BRANDS DO NOT MATCH UP',5
0,1,1312848000,'Kelloggs Mueslix','Have been enjoying Mueslix since early 90s  Some reason I can not locate mueslix in local supermarkets in New York so I order through Amazon  Taste is perfect not so sweet  I do not care too much about raisins but in this cereal I do enjoy greatly  It is enjoyable way to supplement fibers with whole grain a perfect breakfast that lasts until lunch time  Tried all different kindand choices of many cereals out there but there is nothing like Mueslix ',5
0,1,1304985600,'overall A     ','Amazons price may be higher than some grocery stores but it isnt in my store so this is agoodway to shop<br I first tried this on a Princess cruise ship  I found it is verygoodand filling  It stays with me which is very important<br I am super please to find this',5
0,1,1304467200,'Wonderful for breakfast AND snacks','I almost cant stop eating this cerealI eat it for breakfast and then in the evening when I think I want something to eat and am really not hungry I snack on these  After all its healthy so long as I remembeer its not healthy to eat a cup or more  Enjoy',5
0,1,1303689600,'Great Cereal','Our local stores all stopped carrying this product and were putting their own imitation brands on the shelfjust not the same  Great that I could order and have my cereal within days',5
0,1,1303084800,'LOVE Mueslix','Mueslix has been my favorite cereal since it came out years ago  HOWEVER they have improved???? it by adding more raisins and nuts to the point of making it too rich  I simply add about half of a grain cereal such as cornflakes which also reduces the high price  Stores keep discontinuing Mueslix to the point that it is hard to find  Thank you Amazon',5
0,1,1278288000,'Best cereal I have ever eaten','This cereal is hard to find in local stores where I live My wife and I love this cereal for its taste and healthfulness Whenever I find it in some hotel breakfast buffets I am a happy man I cannot think of eating any other cereal',5
1,3,1263686400,'Hard to find cereal found','Kelloggs Mueslix had replaced local muesli previously served in European B&Bs on our last trip Not available locally but Amazon provided with a fair price rapid delivery and no shipping cost with my Prime Shipping Excellent form of Muesli',5
1,3,1259625600,'Great Taste  Healthy Cereal','Eating healthy never tasted sogoodTough to find in my local stores but Amazon has it at a great price especially through subscribe and save',5
1,3,1244505600,'Kelloggs Muselix are GREAT','The Kelloggs Muselix are delicious and the delivery was quick<a href http //wwwamazoncom/gp/product/B001E6KBSk>Kelloggs Crispy Blend Mueslix Raisins Datesand Almonds 153Ounce Unit Pack of 5</a>',5
0,2,1326067200,'Mueslix Cereal','This cereal is the best cereal on the market  It has many flavors including nuts raisins dates and especially a light malt flavor  I have enjoyed it most mornings for years',5
0,2,1325894400,'Great mix of fruit nuts and whole grain','I have been eating Kelloggs Mueslix for years I love the mix of fruit almonds and whole grain It used to be easy to find but when I couldnt find it in my local super markets I was afraid it had been discontinued When I found it on Amazon I was pretty happy',5
0,2,1320969600,'Not in grocery stores','It was a sad moment when I was unable to find my favorite cereal in the grocery stores  Im not sure why it disappeared but am so grateful Im able to purchace this online  Thanks',5
0,2,1316995200,'yummy for ur tummy','its hard to find in the us my husband frm jamaica and he loves it he says it makes him fill full all day i get it every mo',5
0,2,1314921600,'My Moms favorite ceral','My Mom who is in now New York in an assisted living facility loves this ceral  She was buying Kelloggs Mueslix when she lived in Florida but when I went to buy it for her in NY where she is I had no luck I called Kelloggs themselves and they directed me to Amazoncom I was so please that they sold the ceral and I can have it shipped for free to her I also save money on each box and I also do not have to pay for the shipping So now you have two happy people my mom who gets her favorite ceral shipped directly every few monthsthey send 5 boxesand me for saving money and time shopping and shipping the package to my mom',5
0,2,1313020800,Finally,'I have been struggling to find them in the shops nearby<br Much more convenient to order them through Amazon slightly more expensive but I save the gas and the burden',4
0,2,1304899200,'Kelloggs Mueslix Cereal','The Kellogg Mueslix Cereal was ordered one evening and just a couple of days later it arrived The item was well packed Contents were fresh Encountered no problems<br and plan to use this resource again',5
1,4,1298073600,'Cereal is great  Price is awful','I really like the Mueslix cereal but the Amazon price is awful<br 2273 for a 5 pack is over 450 a box<br This product RETAILS in the stores here for around 4 a box Publix Kroger Ingles<br So the Amazon price is higher than retail  Mueslix is almost never on sale though unlike other Kelloggs cereals<br 12 times per year Publix grocery has all Kelloggs cereals for half price<br 2/box is an incredible price and we stock up for the next several weeks  I expected the Amazon price to be more like 3/box since it was a 5 pack<br But boy was I wrong',3
5,11,1318723200,'Buyer BewareThis product contains High Fructose Corn Syrup','Its no secret that high fructose corn syrup is detrimental to your health Unfortunately its also no secret that it has replaced other forms of sugar in a disturbingly large number of manufactured foods Even worse is that most high fructose corn syrup is made from genetically modified corn  Since the late 1980s HFCS has replaced regular table sugar honey and similar sweeteners in practically everything Prolonged consumption of HFCS is now the topic of much debate and we are learning that it can cause longterm damage to the body<br High Fructose Corn Syrup Dangers  1 Significant Risk of Weight Gainand Obesity<br 2 Increased Risk of Developing Type2 Diabetes<br 3 Hypertension and Elevated Bad Cholesterol Levels<br 4  LongTerm Liver Damage<br 5 Mercury Exposure from HFCS  Kelloggs and other manufacturers know this and are slowly getting rid of this sweetner Look at the cover of Post Rain Bran They are advertising that it contains NO HIGH FRUCTOSE CORN SYRUPI applaud them for this High Fructose Corn Syrup is made from genetically modified corn from Monsanto which uses systemic pesticides in their seeds which is causing Colony collapse disorder in bees I am a bee keeper and have been avoiding all products with HFCS in them to save my family and the bees Watch vanishing of the BeesFood Matters and Food Inc They are all sold on Amazon Excellent movies which will change your health dramatically and the way you think and eat',1
0,3,1327449600,'Love It','Local grocery stores dont carry this cereal so I order it It is full of nuts raisins and other great stuff I cut up a banana in it instead of adding sugar My favorite box cereal',5
0,0,1265068800,'Great Stuff','Just got the baby back ribs and the strips of jerky out of the smoker wow this seasoning really added a lot of flavor what was surprising was the fact that I knew I had added to much seasoning but it didnt turn out over powering I would recommend this to anyone who is cooking any kind of meat the jerky is great but the ribs are outstanding and for 27  including shipping for 12lbs awesome deal',5
0,0,1337126400,'Delicate Asian salad dressing','I try every Asian salad dressing I can find<br This is my favorite one for salads because of its delicate taste<br My other favorite is Newmans Own Low Fat Sesame Ginger<br The ginger in Newmans gives it a stronger flavor which is great<br as a marinade or just sprinkle on rice and vege dishes',5
0,0,1309996800,'Totally a great balance in flavors I expect from an Asian dressing','Wow this is soooogoodand has easily become my favorite dressing I typically make my own dressings however I do use this one as a treat  It was given to me as a gift and I absolutely love it Its a perfect balance of sweet and oily and bitter Granted it needs agoodshaking since its oil based I absolutely love this and am sad I am running out If you eat salads like me every day then you will want this dressing Its unique and I NEVER had somebody over who didnt love it ',5
0,2,1262044800,'somewhat sweet','i bought the liter size bottles of this dressing on Amazon so i am assuming they are the same since they have the same name and the nutritional facts are identical This dressing is definitely too sweet for my taste My wife agrees Otherwise verygoodI use it on tossed salads only',3
0,0,1351036800,'coffee beans','Coffee beans did not seem fresh  No oil on them what so ever  I have tasted much better and fresher  Will not order again',1
1,3,1267920000,'Jeremiahs Pick   great coffee','This coffee company delivers on great coffee taste  I like my coffee with deep robust taste and Jeremiahs always is  It makes me glad to purchase it  Thanks',5
4,4,1300060800,'Good product  better price elsewhere','This is a cute product to use in place of sprinkles  the brightcolors of candy coating look great and the chocolate center keeps them from being overly sweet  However this price is roughly double what you pay at Michaels or Marshalls when they stock stuff like this Plus you can get the same product but in a 16 oz bag on Amazon here  http //wwwamazoncom/CKProductsRainbowCandyCoated/dp/B00375LAO0/ref=sr 1 1?ie=UTF8&s=homegarden&qid=1300131716&sr=11 Comes with Prime shipping too',4
0,0,1344038400,Yuk,'Tossed this out after trying it  Texture and taste were far below expectations  Seemed kind of mushy and pasty  Pricy to boot',1
0,0,1334102400,'Great color','I actually gave these to a local baker for my daughters cupcakes They looked great Showed up perfectly on white and chocolate icing In great shape',5
8,8,1282953600,'Totally Fantastic','This is the first time Ive used the coconut oil from Manila Coco Factory and I was so pleased with the taste smell and overall incredible quality that I will buy more and recommend it to my family and friends  I am so glad I tried it I have been using coconut oil for several years and it has changed my life and health  This oil ranks high in my book Also I liked ordering this product through amazon because they make it fast easy and painless Thank you for having this product on your site Amazon',5
8,12,1327536000,'Have not tried product however','They claim this product is unadulterated which would make you think oh sweet its going to be the BEST because nobody elses coconut oil says its unadulterated  I checked out their website and for those of you who dont know you want to go for COLD PRESSED oils If theyre not cold pressed it means theyve been processed with major machinery and subjected to high heats which as anything goes can and usually does kill anygoodminerals and vitamins Their site posts information on their extraction process As of today this is what it states   Manila Coco oil extraction method is through a proprietary stateoftheart mechanical expeller Manila VirginFlo thermostable to hold off the lowest moisture possible 01  to avoid rancidity and keep shelf life consistent up to 3 years under normal conditions Our oils are 1st and 2nd stage pressinduced without chemical solvents no bleaching no deodorizing no hydrogenation no fermentation enzymes  to keep its natural light sweet coconut aroma and taste This method sustains its unique character even when subjected to high up to 170 degrees Celsius heat temperature   Mechanical Expeller is their form of extraction And they also say it sustains unique character blah blah blah when subjected to high heat temperatures Therefore in my personal opinion it is not as unadulterated as their information on their products on Amazon make them sound I will be steering clear of their products  Im sorry if my review offends some but if youre going to paygoodmoney for something you should know about it I would use different brands before sticking yourself with this one I was looking for larger quantities which is why I looked at this product however I will be sticking with Nutiva As their coconut oil is cold pressed soon after the coconuts are cut open The information below is direct from their website  What makes Nutivas virgin coconut oil so special? Much of the magic lies in the way the oil is processed Within several hours of the coconuts being chopped the meat is coldpressed unlike other varieties of coconut oil which can be left for more than 10 hours before pressing Nutivas approach preserves as much of the oils natural color flavor and aroma giving you the best results for any us   If you dont care about how its processed it is still going to be much healthier than your average grocery store found vegetable and canola oils If you want to read some scary things look up the dark information on how those are processed YUCK Talk about horrifying  Thank you for your time<br Amy  PS I used to be one of those organic? what kind of fruitcake are you? Think youre more special than anybody else  people But I have learned so much in the past year and a half dealing with my sons allergies and intollerances Theres more to it than oh its more expensive so its just making me feel special because I can afford it No Theres WAY more to it than that I urge everybody to talk to people about organic foods Its a way of life a healthier way of life We all deserve to live healthier If you live healthier even though it costs more in the long term youre saving money because you are healthier So that means less doctor visits less expensive and nasty harmful medications etc',2
2,2,1158278400,'Best Tea EVER','I ordered the White Christmas Christmas Eve and Christmas Morning blends last year for the holidays and fell in love with the Christmas eve  Its the smoothest of the bunch and has such a wonderful flavor I use it for iced teas all year round  I can honestly say that I never got into tea that much until I tried STASH teas  I sent the licorice and lemon flavors to my father and he called me to ask where Id gotten it because his neighbor wanted to get some for his wife too  Once tried you will be addicted Visit the stashtea website for lots of tea related bits and baubles  These make perfect hostess gifts over the holidays along with a plate of cookies',5
0,0,1226361600,'Favorite Tea','This is my very favorite tea of all I drink it yearround and never get tired of it like I do of others Itsgoodany time of the day Not too strong but still nicely flavorful with agoodbalance of minty/spicy/herbaly',5
